provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m
PR_00303,6567566188,Robert,Wilson,DO,"Robert Wilson, DO",Ophthalmology,862 Sunset Blvd,Suite 934,Santa ana,CA,92001,8184895626,862 Sunset Blvd,Suite 934,Santa ana,CA,92001,A30865,CA,2023-02-14,Unknown,True,36,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-27,243408507X,862,Sunset,Blvd,862,Sunset,Blvd
PR_00304,3059126627,Carlos,Zhang,MD,"Carlos Zhang, MD",Neurology,4982 Santa Monica Blvd,Suite 812,San francisco,CA,95001,2122986825,4982 Santa Monica Blvd,Suite 812,San francisco,CA,95001,A28982,CA,2024-03-05,No,True,4,Stanford University School of Medicine,UCLA Medical Center,2024-11-03,258226527X,4982,Santa Monica,Blvd,4982,Santa Monica,Blvd
PR_00305,7647501112,Robert,Sanchez,DO,"Robert Sanchez, DO",Pediatrics,3947 Second Ave,,Syracuse,NY,10005,7187009351,3947 Second Ave,,Syracuse,NY,10005,060NY784507,NY,2025-02-07,Yes,True,38,University of Michigan Medical School,Mount Sinai Hospital,2025-04-15,293110307X,3947,Second,Ave,3947,Second,Ave
PR_00306,688871892,Maria,Miller,DO,"Maria Miller, DO",Oncology,7106 Lexington Ave,,Queens,NY,10002,3239303033,7106 Lexington Ave,,Queens,NY,10002,060NY933853,NY,2024-01-14,Yes,True,12,University of Michigan Medical School,Mayo Clinic,2025-08-31,274453495X,7106,Lexington,Ave,7106,Lexington,Ave
PR_00307,8458260347,Elizabeth,Lee,MD,"Elizabeth Lee, MD",Cardiology,9423 Park Ave,,Queens,NY,10002,2127315807,9423 Park Ave,,Queens,NY,10002,060NY136705,NY,2023-06-23,Unknown,False,9,University of Michigan Medical School,Mount Sinai Hospital,2024-09-12,242001565X,9423,Park,Ave,9423,Park,Ave
PR_00308,5429618448,Susan,Thompson,DO,"Susan Thompson, DO",Otolaryngology,733 Hollywood Blvd,Suite 976,Los angeles,CA,90004,2138653675,733 Hollywood Blvd,Suite 976,Los angeles,CA,90004,A27590,CA,2024-03-18,No,False,6,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2024-09-12,219225877X,733,Hollywood,Blvd,733,Hollywood,Blvd
PR_00309,2566093140,Jessica,Wilson,MD,"Jessica Wilson, MD",Gastroenterology,4414 Hollywood Blvd,,Sacramento,CA,95001,7187442802,4414 Hollywood Blvd,,Sacramento,CA,95001,A89291,CA,2023-12-02,Unknown,False,5,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-03-01,244763940X,4414,Hollywood,Blvd,4414,Hollywood,Blvd
PR_00310,2849718591,Carlos,Moore,DO,"Carlos Moore, DO",Cardiology,3699 Melrose Ave,,Los angeles,CA,90002,3477645440,3699 Melrose Ave,,Los angeles,CA,90002,A59628,CA,2023-08-04,Unknown,True,4,Johns Hopkins School of Medicine,UCLA Medical Center,2025-02-15,224249450X,3699,Melrose,Ave,3699,Melrose,Ave
PR_00311,4053967275,Patricia,Sharma,DO PhD,"Patricia Sharma, DO PhD",Otolaryngology,2091 Lexington Ave,,New york,NY,14201,9296799228,2091 Lexington Ave,,New york,NY,14201,060NY249600,NY,2025-02-14,No,False,28,Yale School of Medicine,Cleveland Clinic,2025-03-30,285313518X,2091,Lexington,Ave,2091,Lexington,Ave
PR_00312,4870682775,Li,Garcia,MD PhD,"Li Garcia, MD PhD",Pediatrics,5124 Fifth Ave,,Brooklyn,NY,10002,3239019722,5124 Fifth Ave,,Brooklyn,NY,10002,060NY273133,NY,2023-04-28,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-08-30,295852942X,5124,Fifth,Ave,5124,Fifth,Ave
PR_00313,676251539,Linda,Sharma,MD PhD,"Linda Sharma, MD PhD",Pathology,8653 Columbus Ave,,New york,NY,14202,3239842931,8578 Park Ave,,Queens,NY,14202,060NY239794,NY,2025-11-18,No,False,31,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-05-16,200299883X,8653,Columbus,Ave,8578,Park,Ave
PR_00314,5097545101,Maria,Wang,DO PhD,"Maria Wang, DO PhD",Internal Medicine,4995 Columbus Ave,,Albany,NY,10001,9299394050,4995 Columbus Ave,,Albany,NY,10001,060NY989561,NY,2025-09-26,No,False,1,Stanford University School of Medicine,UCSF Medical Center,2024-12-25,226513965X,4995,Columbus,Ave,4995,Columbus,Ave
PR_00315,8417722568,David,Singh,DO,"David Singh, DO",Orthopedic Surgery,7986 Broadway,Suite 504,Queens,NY,10005,2125674251,7986 Broadway,Suite 504,Queens,NY,10005,060NY482201,NY,2025-05-27,Yes,True,19,Harvard Medical School,Mayo Clinic,2025-02-12,256513148X,7986,Broadway,,7986,Broadway,
PR_00316,6862110228,Maria,Perez,MD,"Maria Perez, MD",Anesthesiology,3261 First Ave,,Buffalo,NY,10002,9297121223,3261 First Ave,,Buffalo,NY,10002,060NY938672,NY,2023-09-18,Unknown,True,4,NYU Grossman School of Medicine,UCSF Medical Center,2024-11-01,298976388X,3261,First,Ave,3261,First,Ave
PR_00317,1436371890,John,Ramirez,DO PhD,"John Ramirez, DO PhD",Emergency Medicine,7962 Fifth Ave,,Yonkers,NY,10004,6463933436,7962 Fifth Ave,,Yonkers,NY,10004,060NY295937,NY,2024-05-25,Yes,True,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-04-15,225793612X,7962,Fifth,Ave,7962,Fifth,Ave
PR_00318,5670860415,Fatima,Martinez,DO PhD,"Fatima Martinez, DO PhD",Psychiatry,3271 Fifth Ave,,New york,NY,11202,3475725596,3271 Fifth Ave,,New york,NY,11202,060NY764073,NY,2024-04-18,No,False,16,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-06-01,205488046X,3271,Fifth,Ave,3271,Fifth,Ave
PR_00319,825559899,John,Brown,MD PhD,"John Brown, MD PhD",Cardiology,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,9294435521,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,060NY419141,NY,2023-08-17,Yes,False,6,Stanford University School of Medicine,Mayo Clinic,2024-10-15,299668398X,7735,Lexington,Ave,7735,Lexington,Ave
PR_00320,8202368484,Karen,Davis,MD,"Karen Davis, MD",Neurology,3121 Park Ave,Suite 659,Syracuse,NY,10002,9295748347,3121 Park Ave,Suite 659,Syracuse,NY,10002,060NY416120,NY,2025-08-29,Unknown,True,28,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-31,270298247X,3121,Park,Ave,3121,Park,Ave
PR_00321,7868669434,Fatima,Kumar,MD,"Fatima Kumar, MD",Orthopedic Surgery,4492 Central Park West,Suite 679,Queens,NY,10005,6462033621,3117 Central Park West,,Yonkers,NY,10005,060NY638430,NY,2023-06-03,Unknown,True,38,Harvard Medical School,Mount Sinai Hospital,2024-12-19,294993136X,4492,Central Park,West,3117,Central Park,West
PR_00322,338105954,Maria,Singh,MD PhD,"Maria Singh, MD PhD",Emergency Medicine,3610 Lexington Ave,Suite 329,Buffalo,NY,14201,9292859999,3903 Lexington Ave,,New york,NY,14201,060NY391248,NY,2023-09-30,No,True,27,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-03-20,207685767X,3610,Lexington,Ave,3903,Lexington,Ave
PR_00323,4983735434,Rajesh,Smith,MD PhD,"Rajesh Smith, MD PhD",Oncology,4583 Madison Ave,,Buffalo,NY,10001,4248447479,4583 Madison Ave,,Buffalo,NY,10001,060NY915987,NY,2023-08-06,Yes,False,15,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-19,264291216X,4583,Madison,Ave,4583,Madison,Ave
PR_00324,7618209163,David,Shah,DO,"David Shah, DO",Psychiatry,2886 Park Ave,,Syracuse,NY,10003,2132212802,2670 Madison Ave,Suite 246,Yonkers,NY,10003,060NY175548,NY,2025-05-23,Yes,True,9,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-04-18,219144226X,2886,Park,Ave,2670,Madison,Ave
PR_00325,5723084813,Rajesh,Liu,MD,"Rajesh Liu, MD",Anesthesiology,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,2122452684,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,A68238,CA,2023-12-01,Unknown,False,7,Yale School of Medicine,UCSF Medical Center,2025-06-22,200162459X,154,Wilshire,Blvd,154,Wilshire,Blvd
PR_00326,2131451951,Fatima,Anderson,MD,"Fatima Anderson, MD",Nephrology,6315 Madison Ave,Suite 800,Rochester,NY,10005,7185692389,6315 Madison Ave,Suite 800,Rochester,NY,10005,060NY849575,NY,2023-08-19,Yes,True,12,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-10-30,224342463X,6315,Madison,Ave,6315,Madison,Ave
PR_00327,1022526776,Priya,Ramirez,DO,"Priya Ramirez, DO",Emergency Medicine,4941 Pico Blvd,,Fresno,CA,91001,7183158003,4941 Pico Blvd,,Fresno,CA,91001,A75437,CA,2025-01-25,Unknown,False,10,Stanford University School of Medicine,UCLA Medical Center,2025-06-29,224410491X,4941,Pico,Blvd,4941,Pico,Blvd
PR_00328,6878878832,Carlos,Harris,MD PhD,"Carlos Harris, MD PhD",Oncology,6945 First Ave,,Yonkers,NY,14202,2132857911,6945 First Ave,,Yonkers,NY,14202,060NY941105,NY,2024-05-18,Unknown,True,6,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-09-01,227283734X,6945,First,Ave,6945,First,Ave
PR_00329,7286333024,Li,Johnson,MD PhD,"Li Johnson, MD PhD",Anesthesiology,2189 Fifth Ave,,New york,NY,11201,7189123344,2189 Fifth Ave,,New york,NY,11201,060NY916470,NY,2023-10-13,No,True,28,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-09-08,214228398X,2189,Fifth,Ave,2189,Fifth,Ave
PR_00330,4765704129,Priya,Zhang,MD,"Priya Zhang, MD",Endocrinology,9731 Madison Ave,,New york,NY,100**,2128571526,1263 Broadway,,Yonkers,NY,100**,060NY592584,NY,2023-10-14,Unknown,True,33,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-02-12,256857416X,9731,Madison,Ave,1263,Broadway,
PR_00331,2369036283,Priya,Robinson,MD PhD,"Priya Robinson, MD PhD",Psychiatry,8223 Melrose Ave,,San jose,CA,92001,4242798674,8223 Melrose Ave,,San jose,CA,92001,A22050,CA,2025-12-04,No,False,26,UCLA David Geffen School of Medicine,Mayo Clinic,2025-08-06,249858951X,8223,Melrose,Ave,8223,Melrose,Ave
PR_00332,8113904386,Rajesh,Ramirez,DO,"Rajesh Ramirez, DO",Orthopedic Surgery,1711 Fifth Ave,,Rochester,NY,14202,9178531530,1711 Fifth Ave,,Rochester,NY,14202,060NY351165,NY,2024-07-31,Yes,False,6,University of Michigan Medical School,Massachusetts General Hospital,2024-11-18,264935475X,1711,Fifth,Ave,1711,Fifth,Ave
PR_00333,2156818206,Michael,Brown,MD PhD,"Michael Brown, MD PhD",Pathology,5057 Broadway,,Rochester,NY,10005,4245918814,5057 Broadway,,Rochester,NY,10005,060NY429748,NY,2025-03-11,Unknown,True,19,Johns Hopkins School of Medicine,Mayo Clinic,2024-09-18,262157065X,5057,Broadway,,5057,Broadway,
PR_00334,6339912977,David,Garcia,DO,"David Garcia, DO",Internal Medicine,2308 Sunset Blvd,,Sacramento,CA,93001,7182153336,2308 Sunset Blvd,,Sacramento,CA,93001,A57227,CA,2025-06-01,No,True,32,Stanford University School of Medicine,Mount Sinai Hospital,2025-03-26,222779115X,2308,Sunset,Blvd,2308,Sunset,Blvd
PR_00335,7219705463,Fatima,Jackson,DO,"Fatima Jackson, DO",Emergency Medicine,9446 Third Ave,Suite 827,Rochester,NY,10002,2138343113,9446 Third Ave,Suite 827,Rochester,NY,10002,060NY370473,NY,2025-08-27,No,False,33,University of Michigan Medical School,UCLA Medical Center,2025-02-23,211205911X,9446,Third,Ave,9446,Third,Ave
PR_00336,6296136719,Priya,Clark,DO PhD,"Priya Clark, DO PhD",Anesthesiology,700 Amsterdam Ave,,New york,NY,10004,9296778675,700 Amsterdam Ave,,New york,NY,10004,060NY262070,NY,2023-08-04,Unknown,False,7,Stanford University School of Medicine,Mayo Clinic,2025-07-09,253277039X,700,Amsterdam,Ave,700,Amsterdam,Ave
PR_00337,7082723597,Carlos,Ramirez,DO,"Carlos Ramirez, DO",Emergency Medicine,1057 Third Ave,,Rochester,NY,14202,2128157230,1057 Third Ave,,Rochester,NY,14202,060NY599352,NY,2023-08-23,Yes,False,28,UCSF School of Medicine,Cleveland Clinic,2025-08-06,228386094X,1057,Third,Ave,1057,Third,Ave
PR_00338,8342016545,Li,Johnson,DO PhD,"Li Johnson, DO PhD",Gastroenterology,2886 Fifth Ave,Suite 183,Queens,NY,10002,6464036722,2886 Fifth Ave,Suite 183,Queens,NY,10002,060NY846802,NY,2025-07-13,No,False,31,Yale School of Medicine,Mayo Clinic,2024-09-11,258624154X,2886,Fifth,Ave,2886,Fifth,Ave
PR_00339,272751649,Patricia,Wang,DO PhD,"Patricia Wang, DO PhD",Radiology,9190 Pico Blvd,,San jose,CA,90002,3239391060,9190 Pico Blvd,,San jose,CA,90002,A28955,CA,2024-10-25,No,True,29,University of Michigan Medical School,Johns Hopkins Hospital,2025-08-15,229343051X,9190,Pico,Blvd,9190,Pico,Blvd
PR_00340,5044817765,Maria,Gonzalez,DO PhD,"Maria Gonzalez, DO PhD",Pathology,2722 Pico Blvd,,Oakland,CA,90004,2135606770,2722 Pico Blvd,,Oakland,CA,90004,A99080,CA,2023-01-30,Unknown,False,34,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-04,261582256X,2722,Pico,Blvd,2722,Pico,Blvd
PR_00341,1111096170,Linda,White,DO,"Linda White, DO",Urology,2665 York Ave,Suite 775,Yonkers,NY,11202,8189699924,2665 York Ave,Suite 775,Yonkers,NY,11202,060NY558745,NY,2024-08-03,Yes,False,33,University of Michigan Medical School,Massachusetts General Hospital,2024-09-26,238910317X,2665,York,Ave,2665,York,Ave
PR_00342,6053844441,Li,Clark,DO,"Li Clark, DO",Gastroenterology,7449 York Ave,Suite 580,Yonkers,NY,10002,2138894957,7449 York Ave,Suite 580,Yonkers,NY,10002,060NY467645,NY,2025-08-08,Yes,False,3,Harvard Medical School,Massachusetts General Hospital,2025-06-16,250251887X,7449,York,Ave,7449,York,Ave
PR_00343,5826312818,Wei,Singh,MD PhD,"Wei Singh, MD PhD",Oncology,9375 Second Ave,,Bronx,NY,14201,6267907422,6445 Broadway,,Yonkers,NY,14201,060NY509376,NY,2023-12-22,Unknown,False,36,Johns Hopkins School of Medicine,UCLA Medical Center,2025-05-21,212516397X,9375,Second,Ave,6445,Broadway,
PR_00344,2752334387,David,Johnson,DO PhD,"David Johnson, DO PhD",Family Medicine,9721 Madison Avenue,,New york,NY,14202,9179437194,9721 Madison Ave,,New york,NY,14202,060NY182598,NY,2025-02-22,No,True,18,Stanford University School of Medicine,Mayo Clinic,2024-10-16,203105908X,9721,Madison,Ave,9721,Madison,Ave
PR_00345,7136657225,Rajesh,Zhang,MD,"Rajesh Zhang, MD",Pediatrics,9764 Fifth Ave,Suite 284,Brooklyn,NY,10003,3472103927,8098 Third Ave,Suite 914,Bronx,NY,10003,060NY123023,NY,2025-04-27,Unknown,True,8,NYU Grossman School of Medicine,UCLA Medical Center,2024-12-29,282410355X,9764,Fifth,Ave,8098,Third,Ave
PR_00346,5130523124,Karen,Sharma,MD,"Karen Sharma, MD",Endocrinology,4170 Fifth Ave,Suite 123,Bronx,NY,14202,3474808890,4170 Fifth Ave,Suite 123,Bronx,NY,14202,060NY897925,NY,2023-11-09,Yes,True,23,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-01-06,266545378X,4170,Fifth,Ave,4170,Fifth,Ave
PR_00347,6945919661,Linda,Kumar,DO PhD,"Linda Kumar, DO PhD",Pulmonology,4098 Sunset Blvd,,San jose,CA,90005,9177806782,9627 Melrose Ave,,San francisco,CA,90005,A73941,CA,2025-06-06,No,True,29,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-12-15,233965629X,4098,Sunset,Blvd,9627,Melrose,Ave
PR_00348,1355251058,Sarah,Clark,MD PhD,"Sarah Clark, MD PhD",Psychiatry,8692 Beverly Dr,Suite 928,Oakland,CA,90001,8182116388,8692 Beverly Dr,Suite 928,Oakland,CA,90001,A34368,CA,2025-01-02,Yes,False,37,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-19,208889930X,8692,Beverly,Dr,8692,Beverly,Dr
PR_00349,6655330774,Jennifer,Jackson,DO,"Jennifer Jackson, DO",Otolaryngology,1687 York Ave,,Buffalo,NY,14202,2124817901,1687 York Ave,,Buffalo,NY,14202,060NY803956,NY,2023-06-03,Yes,True,29,Johns Hopkins School of Medicine,UCLA Medical Center,2024-11-04,251386266X,1687,York,Ave,1687,York,Ave
PR_00350,6445561850,Joseph,Wang,MD,"Joseph Wang, MD",Cardiology,9434 Broadway,Suite 512,Syracuse,NY,10005,3108271771,8741 York Ave,,New york,NY,10005,060NY172827,NY,2025-08-20,No,False,30,UCSF School of Medicine,Johns Hopkins Hospital,2025-02-23,282943469X,9434,Broadway,,8741,York,Ave
PR_00351,3580040108,James,Johnson,DO,"James Johnson, DO",Pediatrics,171 Madison Ave,,Brooklyn,NY,11201,3472765320,171 Madison Ave,,Brooklyn,NY,11201,060NY337336,NY,2023-12-15,No,False,18,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-08,261833270X,171,Madison,Ave,171,Madison,Ave
PR_00352,5731441583,James,Rodriguez,MD PhD,"James Rodriguez, MD PhD",Emergency Medicine,9571 Rodeo Dr,,Santa ana,CA,90002,9178754373,9571 Rodeo Dr,,Santa ana,CA,90002,A72642,CA,2025-09-30,Unknown,True,5,UCSF School of Medicine,Massachusetts General Hospital,2025-05-17,201762024X,9571,Rodeo,Dr,9571,Rodeo,Dr
PR_00353,7281235676,Priya,Wilson,DO PhD,"Priya Wilson, DO PhD",Anesthesiology,3079 Santa Monica Blvd,Suite 704,San diego,CA,91001,4247254326,3079 Santa Monica Blvd,Suite 704,San diego,CA,91001,A77361,CA,2024-10-03,No,True,5,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-06-10,292109063X,3079,Santa Monica,Blvd,3079,Santa Monica,Blvd
PR_00354,6326868503,Charles,Wang,MD,"Charles Wang, MD",Pathology,1756 Central Park West,Suite 571,Brooklyn,NY,10004,3104797058,469 First Ave,,Albany,NY,10004,060NY224074,NY,2023-06-22,Yes,True,25,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-04-05,225427499X,1756,Central Park,West,469,First,Ave
PR_00355,94318144,Jennifer,Lopez,MD PhD,"Jennifer Lopez, MD PhD",Cardiology,8088 York Ave,,Yonkers,NY,10002,9178357628,8088 York Ave,,Yonkers,NY,10002,060NY216478,NY,2024-03-25,No,False,7,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-12-23,227609308X,8088,York,Ave,8088,York,Ave
PR_00356,5122572078,William,Wilson,MD PhD,"William Wilson, MD PhD",Orthopedic Surgery,9770 Melrose Ave,Suite 817,Los angeles,CA,90002,2135421341,9770 Melrose Ave,Suite 817,Los angeles,CA,90002,A50019,CA,2024-05-03,Yes,False,5,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-11-02,247263919X,9770,Melrose,Ave,9770,Melrose,Ave
PR_00357,8221145778,Barbara,Zhang,MD,"Barbara Zhang, MD",Endocrinology,4056 First Ave,,Brooklyn,NY,10001,8185599940,4056 First Ave,,Brooklyn,NY,10001,060NY404777,NY,2024-04-12,No,False,17,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-08-27,247328711X,4056,First,Ave,4056,First,Ave
PR_00358,7039653136,Charles,Perez,DO PhD,"Charles Perez, DO PhD",Pathology,8509 Central Park West,,New york,NY,10003,2138542768,8509 Central Park West,,New york,NY,10003,060NY791396,NY,2023-10-18,No,False,34,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-09-20,246821190X,8509,Central Park,West,8509,Central Park,West
PR_00359,7954107272,Mohammed,Perez,DO PhD,"Mohammed Perez, DO PhD",Gastroenterology,4527 Lexington Ave,,Bronx,NY,10001,6263539571,4527 Lexington Ave,,Bronx,NY,10001,060NY974692,NY,2023-09-09,No,True,20,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-07-31,239557552X,4527,Lexington,Ave,4527,Lexington,Ave
PR_00360,4254882146,John,Robinson,MD,"John Robinson, MD",Internal Medicine,9717 Fifth Ave,,New york,NY,11203,6469504223,9717 Fifth Ave,,New york,NY,11203,060NY792325,NY,2023-01-02,No,True,19,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-01-03,247597933X,9717,Fifth,Ave,9717,Fifth,Ave
PR_00361,2342683446,Joseph,Harris,DO PhD,"Joseph Harris, DO PhD",Nephrology,1608 Lexington Ave,,Buffalo,NY,14202,7185048555,1608 Lexington Ave,,Buffalo,NY,14202,060NY811902,NY,2024-10-22,Unknown,True,25,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-24,270675216X,1608,Lexington,Ave,1608,Lexington,Ave
PR_00362,2943985295,Elizabeth,Lee,MD PhD,"Elizabeth Lee, MD PhD",Pediatrics,7007 First Ave,,Yonkers,NY,11202,3237795806,7007 First Ave,,Yonkers,NY,11202,060NY127705,NY,2025-05-12,Yes,False,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-01-09,269525894X,7007,First,Ave,7007,First,Ave
PR_00363,8038287239,Elizabeth,Brown,MD,"Elizabeth Brown, MD",Otolaryngology,1754 Third Ave,,Brooklyn,NY,10005,6268553535,1754 Third Ave,,Brooklyn,NY,10005,060NY163821,NY,2023-09-06,No,False,1,UCSF School of Medicine,Cleveland Clinic,2025-07-06,209011655X,1754,Third,Ave,1754,Third,Ave
PR_00364,6723849792,John,Martinez,MD,"John Martinez, MD",Anesthesiology,4051 Park Ave,Suite 617,Brooklyn,NY,11203,7186423396,4051 Park Ave,Suite 617,Brooklyn,NY,11203,060NY158356,NY,2023-09-07,Unknown,True,12,Johns Hopkins School of Medicine,Cleveland Clinic,2025-06-07,268654380X,4051,Park,Ave,4051,Park,Ave
PR_00365,7662047194,Maria,Sharma,DO,"Maria Sharma, DO",Cardiology,4752 Lexington Avenue,,Brooklyn,NY,14202,2132115960,4752 Lexington Ave,,Brooklyn,NY,14202,060NY510191,NY,2025-03-01,Yes,False,3,NYU Grossman School of Medicine,Mayo Clinic,2025-01-06,297048177X,4752,Lexington,Ave,4752,Lexington,Ave
PR_00366,2595724468,Elizabeth,Moore,MD,"Elizabeth Moore, MD",Orthopedic Surgery,5862 Ventura Blvd,,San jose,CA,91001,7188608925,5862 Ventura Blvd,,San jose,CA,91001,A77245,CA,2023-05-09,No,False,39,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-06-28,293652930X,5862,Ventura,Blvd,5862,Ventura,Blvd
PR_00367,3126610949,Mary,Zhang,MD PhD,"Mary Zhang, MD PhD",Psychiatry,6616 Fifth Ave,,New york,NY,10001,7182382194,1582 Columbus Ave,,Brooklyn,NY,10001,060NY599555,NY,2024-10-24,No,False,39,Harvard Medical School,Mayo Clinic,2025-03-22,214450015X,6616,Fifth,Ave,1582,Columbus,Ave
PR_00368,6831901306,Ahmed,Lewis,DO PhD,"Ahmed Lewis, DO PhD",Orthopedic Surgery,9401 York Ave,Suite 548,Bronx,NY,10004,6462056891,9401 York Ave,Suite 548,Bronx,NY,10004,060NY336450,NY,2024-02-17,No,True,22,Johns Hopkins School of Medicine,Mount Sinai Hospital,2025-05-28,227846793X,9401,York,Ave,9401,York,Ave
PR_00369,8411730981,Sarah,Patel,MD PhD,"Sarah Patel, MD PhD",Dermatology,9154 Madison Ave,,Brooklyn,NY,11203,9292234670,9154 Madison Ave,,Brooklyn,NY,11203,060NY174310,NY,2023-06-10,No,False,25,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-14,238663966X,9154,Madison,Ave,9154,Madison,Ave
PR_00370,56435025,David,Sharma,DO,"David Sharma, DO",Emergency Medicine,8193 Melrose Ave,Suite 814,Oakland,CA,95001,9177606400,8193 Melrose Ave,Suite 814,Oakland,CA,95001,A86385,CA,2025-08-22,Unknown,True,16,UCSF School of Medicine,Johns Hopkins Hospital,2024-11-18,281873043X,8193,Melrose,Ave,8193,Melrose,Ave
PR_00371,7430003893,Ahmed,Williams,MD PhD,"Ahmed Williams, MD PhD",Gastroenterology,6820 Pico Blvd,,San diego,CA,94001,2138981296,684 Wilshire Blvd,,Los angeles,CA,94001,A95240,CA,2024-12-18,Unknown,False,4,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-09-11,216809078X,6820,Pico,Blvd,684,Wilshire,Blvd
PR_00372,9036890035,Linda,Ramirez,DO,"Linda Ramirez, DO",Pediatrics,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,2122781928,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,060NY349739,NY,2024-04-20,Yes,False,12,Columbia University Vagelos College of Physicians and Surgeons,Massachusetts General Hospital,2025-03-26,246931572X,1934,Amsterdam,Ave,1934,Amsterdam,Ave
PR_00373,7458438452,Karen,Thomas,MD PhD,"Karen Thomas, MD PhD",Psychiatry,6518 First Ave,Suite 656,Brooklyn,NY,10002,8187549248,6518 First Ave,Suite 656,Brooklyn,NY,10002,060NY839513,NY,2025-01-01,Yes,True,23,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-04-12,210528854X,6518,First,Ave,6518,First,Ave
PR_00374,7107044969,Christopher,Rodriguez,DO,"Christopher Rodriguez, DO",Pulmonology,9060 Park Ave,,Brooklyn,NY,11201,3472861978,9060 Park Ave,,Brooklyn,NY,11201,060NY137609,NY,2024-04-26,No,False,32,Harvard Medical School,UCSF Medical Center,2025-02-18,259595320X,9060,Park,Ave,9060,Park,Ave
PR_00375,9305966015,Michael,Anderson,DO,"Michael Anderson, DO",Emergency Medicine,7063 York Ave,Suite 881,New york,NY,10005,3235975709,7063 York Ave,Suite 881,New york,NY,10005,060NY127254,NY,2024-11-19,Unknown,False,28,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-06-11,251176016X,7063,York,Ave,7063,York,Ave
PR_00376,9454490141,Elizabeth,Thomas,DO,"Elizabeth Thomas, DO",Gastroenterology,4599 Melrose Ave,,San diego,CA,90004,4248766259,4599 Melrose Ave,,San diego,CA,90004,A84852,CA,2025-03-19,No,True,29,UCSF School of Medicine,Massachusetts General Hospital,2025-01-20,201190605X,4599,Melrose,Ave,4599,Melrose,Ave
PR_00377,7232290314,Elizabeth,Williams,MD PhD,"Elizabeth Williams, MD PhD",Emergency Medicine,9120 Park Ave,,Yonkers,NY,10001,6262394018,9035 Third Ave,Suite 884,Brooklyn,NY,10001,060NY924952,NY,2024-07-19,Unknown,False,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-11-23,296282120X,9120,Park,Ave,9035,Third,Ave
PR_00378,6420595568,Joseph,Brown,MD PhD,"Joseph Brown, MD PhD",Pediatrics,265 Beverly Dr,Suite 211,Los angeles,CA,95001,6265838711,7272 Wilshire Blvd,Suite 684,San diego,CA,95001,A58674,CA,2025-05-01,No,True,11,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-04-07,220141148X,265,Beverly,Dr,7272,Wilshire,Blvd
