provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,middle_name_gt,suffix_gt,license_type_gt,specialty_gt,secondary_specialty_gt,status_gt,issue_date_gt,expiration_date_gt,renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,county_gt,phone_gt,email_gt,medical_school_gt,medical_school_graduation_year_gt,residency_program_gt,board_certification_gt,languages_gt,public_record_gt,disciplinary_history_gt,malpractice_insurance_gt,hospital_affiliations_gt,last_updated_gt,house_no_gt,area_gt,area_type_gt
PR_00352,5731441583,James,Rodriguez,MD PhD,"James Rodriguez, MD PhD",Emergency Medicine,9571 Rodeo Dr,,Santa ana,CA,90002,9178754373,9571 Rodeo Dr,,Santa ana,CA,90002,A72642,CA,2025-09-30,Unknown,True,5,UCSF School of Medicine,Massachusetts General Hospital,2025-05-17,201762024X,9571,Rodeo,Dr,9571,Rodeo,Dr,1,A72642,Dr. James Rodriguez,James,Rodriguez,,MD PhD,Physician and Surgeon,Emergency Medicine,,Active,2023-05-05,2025-09-30,2024-11-14,9571 Rodeo Dr,Santa ana,CA,90002,San diego,9178754373,james.rodriguez@email.com,UCSF School of Medicine,2013,Massachusetts General Hospital,Emergency Medicine,"English, Mandarin",True,,Unknown,UCSF Medical Center,2025-06-10,9571,Rodeo,Dr
PR_00353,7281235676,Priya,Wilson,DO PhD,"Priya Wilson, DO PhD",Anesthesiology,3079 Santa Monica Blvd,Suite 704,San diego,CA,91001,4247254326,3079 Santa Monica Blvd,Suite 704,San diego,CA,91001,A77361,CA,2024-10-03,No,True,5,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-06-10,292109063X,3079,Santa Monica,Blvd,3079,Santa Monica,Blvd,1,A77361,"Priya Wilson, DO PhD",Priya,Wilson,,DO PhD,Physician and Surgeon,Anesthesiology,,Expired,2023-08-31,2024-10-03,2023-12-13,3079 Santa Monica Blvd,San diego,CA,91001,Alameda,4247254326,priya.wilson@email.com,Columbia University Vagelos College of Physicians and Surgeons,2015,UCSF Medical Center,Anesthesiology,"English, Mandarin",False,,No,UCLA Medical Center,2025-08-18,3079,Santa Monica,Blvd
PR_00356,5122572078,William,Wilson,MD PhD,"William Wilson, MD PhD",Orthopedic Surgery,9770 Melrose Ave,Suite 817,Los angeles,CA,90002,2135421341,9770 Melrose Ave,Suite 817,Los angeles,CA,90002,A50019,CA,2024-05-03,Yes,False,5,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-11-02,247263919X,9770,Melrose,Ave,9770,Melrose,Ave,1,A50019,"William Wilson, MD PhD",William,Wilson,,MD PhD,Physician and Surgeon,Orthopedic Surgery,Orthopedic Surgery,Expired,2023-05-03,2024-05-03,2023-09-24,9770 Melrose Ave,Los angeles,CA,90002,Orange,2135421341,,Johns Hopkins School of Medicine,2016,Massachusetts General Hospital,,"English, Spanish, Portuguese",True,,Unknown,Cedars-Sinai Medical Center,2025-07-26,9770,Melrose,Ave
PR_00366,2595724468,Elizabeth,Moore,MD,"Elizabeth Moore, MD",Orthopedic Surgery,5862 Ventura Blvd,,San jose,CA,91001,7188608925,5862 Ventura Blvd,,San jose,CA,91001,A77245,CA,2023-05-09,No,False,39,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-06-28,293652930X,5862,Ventura,Blvd,5862,Ventura,Blvd,1,A77245,"Elizabeth Moore, MD",Elizabeth,Moore,,MD,Physician and Surgeon,Orthopedic Surgery,,Expired,2021-03-22,2023-05-09,2022-10-01,5862 Ventura Blvd,San jose,CA,91001,Fresno,7188608925,elizabeth.moore@email.com,Johns Hopkins School of Medicine,1978,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,Unknown,Stanford Hospital,2025-07-09,5862,Ventura,Blvd
PR_00370,56435025,David,Sharma,DO,"David Sharma, DO",Emergency Medicine,8193 Melrose Ave,Suite 814,Oakland,CA,95001,9177606400,8193 Melrose Ave,Suite 814,Oakland,CA,95001,A86385,CA,2025-08-22,Unknown,True,16,UCSF School of Medicine,Johns Hopkins Hospital,2024-11-18,281873043X,8193,Melrose,Ave,8193,Melrose,Ave,1,A86385,"DAVID SHARMA, DO",David,Sharma,,DO,Physician and Surgeon,Emergency Medicine,,Expired,2021-11-22,2025-08-22,2024-10-18,8193 Melrose Ave,Oakland,CA,95001,Orange,9177606400,david.sharma@email.com,UCSF School of Medicine,2002,Johns Hopkins Hospital,Emergency Medicine,English,False,Yes - See Details,Unknown,Kaiser Permanente,2025-04-20,8193,Melrose,Ave
PR_00371,7430003893,Ahmed,Williams,MD PhD,"Ahmed Williams, MD PhD",Gastroenterology,6820 Pico Blvd,,San diego,CA,94001,2138981296,684 Wilshire Blvd,,Los angeles,CA,94001,A95240,CA,2024-12-18,Unknown,False,4,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-09-11,216809078X,6820,Pico,Blvd,684,Wilshire,Blvd,1,A95240,"Ahmed Williams, MD PhD",Ahmed,Williams,,MD PhD,Physician and Surgeon,Gastroenterology,,Expired,2021-04-20,2024-12-18,2024-08-19,6820 Pico Blvd,San diego,CA,94001,Riverside,2138981296,,UCLA David Geffen School of Medicine,2013,UCSF Medical Center,,"English, Mandarin",True,,Yes,,2025-05-28,6820,Pico,Blvd
PR_00376,9454490141,Elizabeth,Thomas,DO,"Elizabeth Thomas, DO",Gastroenterology,4599 Melrose Ave,,San diego,CA,90004,4248766259,4599 Melrose Ave,,San diego,CA,90004,A84852,CA,2025-03-19,No,True,29,UCSF School of Medicine,Massachusetts General Hospital,2025-01-20,201190605X,4599,Melrose,Ave,4599,Melrose,Ave,1,A84852,"Elizabeth Thomas, DO",Elizabeth,Thomas,D,DO,Physician and Surgeon,Gastroenterology,,Expired,2023-02-28,2025-03-19,2024-05-27,4599 Melrose Ave,San diego,CA,90004,Santa clara,4248766259,elizabeth.thomas@email.com,UCSF School of Medicine,1992,Massachusetts General Hospital,Gastroenterology,"English, Spanish",True,,Unknown,Cedars-Sinai Medical Center,2025-06-04,4599,Melrose,Ave
PR_00378,6420595568,Joseph,Brown,MD PhD,"Joseph Brown, MD PhD",Pediatrics,265 Beverly Dr,Suite 211,Los angeles,CA,95001,6265838711,7272 Wilshire Blvd,Suite 684,San diego,CA,95001,A58674,CA,2025-05-01,No,True,11,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-04-07,220141148X,265,Beverly,Dr,7272,Wilshire,Blvd,1,A58674,"Joseph Brown, MD PhD",Joseph,Brown,,MD PhD,Physician and Surgeon,Pediatrics,,Expired,2022-05-18,2025-05-01,2024-12-08,265 Beverly Dr,Los angeles,CA,95001,Fresno,6265838711,,NYU Grossman School of Medicine,2008,Massachusetts General Hospital,Pediatrics,"English, Spanish, Portuguese",True,,Yes,UCLA Medical Center,2025-05-18,265,Beverly,Dr
PR_00381,6829732706,Fatima,Sharma,DO,"Fatima Sharma, DO",Gastroenterology,6679 Pico Blvd,Suite 393,San francisco,CA,95001,6463237858,6679 Pico Blvd,Suite 393,San francisco,CA,95001,A25461,CA,2023-06-16,No,False,7,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-01-25,203212026X,6679,Pico,Blvd,6679,Pico,Blvd,1,A25461,"Fatima Sharma, DO",Fatima,Sharma,,DO,Physician and Surgeon,Gastroenterology,,Expired,2019-11-09,2023-06-16,2022-07-11,6679 Pico Blvd,San francisco,CA,95001,Alameda,6463237858,fatima.sharma@email.com,Johns Hopkins School of Medicine,2012,Massachusetts General Hospital,,"English, Spanish, Portuguese",False,,Yes,Stanford Hospital,2025-07-13,6679,Pico,Blvd
PR_00385,7412415134,Charles,Wang,DO PhD,"Charles Wang, DO PhD",Gastroenterology,8535 Sunset Blvd,,Santa ana,CA,90005,8182766359,8535 Sunset Blvd,,Santa ana,CA,90005,A25720,CA,2025-06-29,Yes,False,18,UCSF School of Medicine,Johns Hopkins Hospital,2024-09-06,292333418X,8535,Sunset,Blvd,8535,Sunset,Blvd,1,A25720,"Charles Wang, DO PhD",Charles,Wang,,DO PhD,Physician and Surgeon,Gastroenterology,,Expired,2022-07-19,2025-06-29,2025-02-18,8535 Sunset Blvd,Santa ana,CA,90005,Santa clara,8182766359,charles.wang@email.com,UCSF School of Medicine,2000,Johns Hopkins Hospital,,"English, Spanish",False,,Yes,Stanford Hospital,2025-07-14,8535,Sunset,Blvd
PR_00387,8243477690,David,Shah,DO,"David Shah, DO",Nephrology,636 Rodeo Dr,,Fresno,CA,95001,9297568880,636 Rodeo Dr,,Fresno,CA,95001,A93586,CA,2024-12-15,No,True,15,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2025-01-31,260018532X,636,Rodeo,Dr,636,Rodeo,Dr,1,A93586,"DAVID SHAH, DO",David,Shah,,DO,Physician and Surgeon,Nephrology,,Expired,2022-06-07,2024-12-15,2024-04-22,636 Rodeo Dr,Fresno,CA,95001,Sacramento,9297568880,david.shah@email.com,Stanford University School of Medicine,2002,NewYork-Presbyterian Hospital,Nephrology,"English, Mandarin",True,,No,UCLA Medical Center,2025-06-12,636,Rodeo,Dr
PR_00390,818670246,Christopher,Hernandez,DO PhD,"Christopher Hernandez, DO PhD",Internal Medicine,3758 Melrose Ave,,San francisco,CA,91001,3472244768,3758 Melrose Ave,,San francisco,CA,91001,A42598,CA,2023-01-28,Unknown,True,3,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2025-02-21,287949650X,3758,Melrose,Ave,3758,Melrose,Ave,1,A42598,Dr. Christopher Hernandez,Christopher,Hernandez,,DO PhD,Physician and Surgeon,Internal Medicine,Pathology,Expired,2018-10-01,2023-01-28,2022-08-02,3758 Melrose Ave,San francisco,CA,91001,San diego,3472244768,christopher.hernandez@email.com,Columbia University Vagelos College of Physicians and Surgeons,2017,Johns Hopkins Hospital,Internal Medicine,"English, Spanish, Portuguese",False,,No,UCSF Medical Center,2025-07-04,3758,Melrose,Ave
PR_00391,6394568041,Jennifer,Rodriguez,MD PhD,"Jennifer Rodriguez, MD PhD",Urology,1254 Wilshire Blvd,Suite 950,Oakland,CA,90001,3476694320,1254 Wilshire Blvd,Suite 950,Oakland,CA,90001,A29902,CA,2023-07-15,Yes,False,37,UCSF School of Medicine,UCSF Medical Center,2025-04-06,257651154X,1254,Wilshire,Blvd,1254,Wilshire,Blvd,1,A29902,"Jennifer Rodriguez, MD PhD",Jennifer,Rodriguez,,MD PhD,Physician and Surgeon,Urology,,Expired,2020-10-10,2023-07-15,2022-09-01,1254 Wilshire Blvd,Oakland,CA,90001,Contra costa,3476694320,,UCSF School of Medicine,1982,UCSF Medical Center,,"English, Spanish, Portuguese",False,,No,,2025-05-14,1254,Wilshire,Blvd
PR_00394,1067287280,Joseph,Lee,DO PhD,"Joseph Lee, DO PhD",Pulmonology,8429 Ventura Blvd,,San diego,CA,90002,2136081151,2086 Main St,,San francisco,CA,90002,A31783,CA,2024-02-09,No,True,28,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2024-12-09,243269935X,8429,Ventura,Blvd,2086,Main,St,1,A31783,Dr. Joseph Lee,Joseph,Lee,,DO PhD,Physician and Surgeon,Pulmonology,,Expired,2021-08-22,2024-02-09,2023-09-13,8429 Ventura Blvd,San diego,CA,90002,Riverside,2136081151,joseph.lee@email.com,Columbia University Vagelos College of Physicians and Surgeons,1991,NewYork-Presbyterian Hospital,Pulmonology,English,False,,No,Kaiser Permanente,2025-04-01,8429,Ventura,Blvd
PR_00399,2037583096,William,Johnson,MD PhD,"William Johnson, MD PhD",Pathology,5669 Rodeo Dr,,San jose,CA,95001,3475362541,5669 Rodeo Dr,,San jose,CA,95001,A35032,CA,2025-02-22,No,False,33,Harvard Medical School,NewYork-Presbyterian Hospital,2025-08-16,286868145X,5669,Rodeo,Dr,5669,Rodeo,Dr,1,A35032,"William Johnson, MD PhD",William,Johnson,B,MD PhD,Physician and Surgeon,Pathology,,Expired,2020-09-27,2025-02-22,2024-07-07,5669 Rodeo Dr,San jose,CA,95001,San bernardino,3475362541,william.johnson@email.com,Harvard Medical School,1986,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,Unknown,,2025-03-07,5669,Rodeo,Dr
PR_00405,4278207973,Mohammed,Williams,MD PhD,"Mohammed Williams, MD PhD",Pathology,5880 Main St,,San francisco,CA,92001,4247898126,5880 Main St,,San francisco,CA,92001,A23134,CA,2024-01-19,Unknown,False,31,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-02-23,280657059X,5880,Main,St,5880,Main,St,1,A23134,"Mohammed Williams, MD PhD",Mohammed,Williams,D,MD PhD,Physician and Surgeon,Pathology,,Expired,2022-03-26,2024-01-19,2023-06-18,5880 Main St,San francisco,CA,92001,Orange,4247898126,,University of Pennsylvania Perelman School of Medicine,1987,NewYork-Presbyterian Hospital,,"English, Spanish",False,,Yes,Cedars-Sinai Medical Center,2025-08-31,5880,Main,St
PR_00407,2850725171,William,Robinson,MD,"William Robinson, MD",Psychiatry,3284 Sunset Blvd,Suite 341,Fresno,CA,90005,3239037456,3284 Sunset Blvd,Suite 341,Fresno,CA,90005,A67219,CA,2023-07-04,Unknown,True,31,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2024-09-06,232580280X,3284,Sunset,Blvd,3284,Sunset,Blvd,1,A67219,"William Robinson, MD",William,Robinson,,MD,Physician and Surgeon,Psychiatry,Orthopedic Surgery,Expired,2019-04-22,2023-07-04,2023-05-07,3284 Sunset Blvd,Fresno,CA,900**,Sacramento,3239037456,,UCLA David Geffen School of Medicine,1987,Mount Sinai Hospital,Psychiatry,"English, Mandarin",False,,Unknown,UCSF Medical Center,2025-07-15,3284,Sunset,Blvd
PR_00410,7857585125,Mary,Rodriguez,DO PhD,"Mary Rodriguez, DO PhD",Urology,190 Santa Monica Blvd,,Oakland,CA,92001,2137447282,190 Santa Monica Blvd,,Oakland,CA,92001,A43901,CA,2023-08-26,Unknown,True,10,Harvard Medical School,UCLA Medical Center,2024-09-05,279208997X,190,Santa Monica,Blvd,190,Santa Monica,Blvd,1,A43901,"Mary Rodriguez, DO PhD",Mary,Rodriguez,,DO PhD,Physician and Surgeon,Urology,,Expired,2018-09-03,2023-08-26,2022-12-28,190 Santa Monica Blvd,Oakland,CA,92001,Fresno,2137447282,mary.rodriguez@email.com,Harvard Medical School,2010,UCLA Medical Center,Urology,English,True,,No,UCSF Medical Center,2025-04-10,190,Santa Monica,Blvd
PR_00416,6331942264,Sarah,Ramirez,DO PhD,"Sarah Ramirez, DO PhD",Cardiology,384 Melrose Ave,,Santa ana,CA,90004,3236186767,384 Melrose Ave,,Santa ana,CA,90004,A59601,CA,2023-09-10,Yes,False,39,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-03-01,284594167X,384,Melrose,Ave,384,Melrose,Ave,1,A59601,"Sarah Ramirez, DO PhD",Sarah,Ramirez,,DO PhD,Physician and Surgeon,Cardiology,Urology,Expired,2020-12-26,2023-09-10,2023-05-19,384 Melrose Ave,Santa ana,CA,90004,Fresno,3236186767,sarah.ramirez@email.com,Columbia University Vagelos College of Physicians and Surgeons,1982,UCLA Medical Center,,"English, Spanish",False,,Yes,UCLA Medical Center,2025-05-07,384,Melrose,Ave
PR_00418,9688327535,Susan,Garcia,DO PhD,"Susan Garcia, DO PhD",Family Medicine,5326 Pico Blvd,,San jose,CA,90003,6466834273,5326 Pico Blvd,,San jose,CA,90003,A21923,CA,2025-01-28,No,True,19,Stanford University School of Medicine,Massachusetts General Hospital,2025-05-20,277524461X,5326,Pico,Blvd,5326,Pico,Blvd,1,A21923,"Susan Garcia, DO PhD",Susan,Garcia,,DO PhD,Physician and Surgeon,Family Medicine,,Expired,2021-11-15,2025-01-28,2024-03-30,5326 Pico Blvd,San jose,CA,90003,Alameda,6466834273,susan.garcia@email.com,Stanford University School of Medicine,1998,Massachusetts General Hospital,Family Medicine,"English, Mandarin",False,Yes - See Details,Unknown,Stanford Hospital,2025-08-13,5326,Pico,Blvd
PR_00419,6876164811,Elizabeth,Robinson,DO,"Elizabeth Robinson, DO",Internal Medicine,7269 Hollywood Blvd,,San francisco,CA,93001,8189959751,9897 Beverly Dr,,San francisco,CA,93001,A19154,CA,2023-01-15,Unknown,True,29,UCSF School of Medicine,Massachusetts General Hospital,2025-04-06,253471904X,7269,Hollywood,Blvd,9897,Beverly,Dr,1,A19154,"Elizabeth Robinson, DO",Elizabeth,Robinson,,DO,Physician and Surgeon,Internal Medicine,,Expired,2018-08-16,2023-01-15,2022-07-15,7269 Hollywood Blvd,San francisco,CA,93001,Contra costa,8189959751,elizabeth.robinson@email.com,UCSF School of Medicine,1990,Massachusetts General Hospital,Internal Medicine,"English, Mandarin",False,,Yes,Cedars-Sinai Medical Center,2025-07-07,7269,Hollywood,Blvd
PR_00421,9477422298,Sarah,Moore,MD,"Sarah Moore, MD",Gastroenterology,2426 Ventura Blvd,Suite 479,Fresno,CA,90001,3475935215,2426 Ventura Blvd,Suite 479,Fresno,CA,90001,A48170,CA,2024-09-20,Unknown,True,2,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-06-19,278414664X,2426,Ventura,Blvd,2426,Ventura,Blvd,1,A48170,"Sarah Moore, MD",Sarah,Moore,,MD,Physician and Surgeon,Gastroenterology,,Expired,2020-08-20,2024-09-20,2024-04-22,2426 Ventura Blvd,Fresno,CA,90001,Orange,3475935215,sarah.moore@email.com,University of Pennsylvania Perelman School of Medicine,2016,NewYork-Presbyterian Hospital,Gastroenterology,"English, Spanish",True,,Yes,UCLA Medical Center,2025-06-15,2426,Ventura,Blvd
PR_00422,8585672875,John,Taylor,MD PhD,"John Taylor, MD PhD",Otolaryngology,8468 Rodeo Dr,,Santa ana,CA,95001,6466957223,8468 Rodeo Dr,,Santa ana,CA,95001,A94390,CA,2023-11-16,Yes,True,22,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-05-20,230106377X,8468,Rodeo,Dr,8468,Rodeo,Dr,1,A94390,"John Taylor, MD PhD",John,Taylor,A,MD PhD,Physician and Surgeon,Otolaryngology,,Expired,2021-11-06,2023-11-16,2023-11-07,8468 Rodeo Dr,Santa ana,CA,95001,San bernardino,6466957223,john.taylor@email.com,University of Pennsylvania Perelman School of Medicine,1996,NewYork-Presbyterian Hospital,Otolaryngology,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-08-25,8468,Rodeo,Dr
PR_00423,5061581488,Robert,Moore,MD,"Robert Moore, MD",Neurology,5841 Santa Monica Blvd,,Santa ana,CA,95001,3239599810,5841 Santa Monica Blvd,,Santa ana,CA,95001,A78697,CA,2024-04-12,Yes,True,29,University of Michigan Medical School,Cleveland Clinic,2025-04-30,234369411X,5841,Santa Monica,Blvd,5841,Santa Monica,Blvd,1,A78697,"Robert Moore, MD",Robert,Moore,,MD,Physician and Surgeon,Neurology,,Expired,2019-08-19,2024-04-12,2024-01-31,5841 Santa Monica Blvd,Santa ana,CA,95001,Fresno,3239599810,,University of Michigan Medical School,1989,Cleveland Clinic,Neurology,English,True,,Unknown,Cedars-Sinai Medical Center,2025-03-21,5841,Santa Monica,Blvd
PR_00426,8772216417,Joseph,Perez,MD PhD,"Joseph Perez, MD PhD",Radiology,8243 Melrose Ave,,Santa ana,CA,90002,3105509824,8243 Melrose Ave,,Santa ana,CA,90002,A73908,CA,2023-01-14,Yes,True,7,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-03-29,267347727X,8243,Melrose,Ave,8243,Melrose,Ave,1,A73908,"Joseph Perez, MD PhD",Joseph,Perez,,MD PhD,Physician and Surgeon,Radiology,,Expired,2019-04-23,2023-01-14,2022-05-21,8243 Melrose Ave,Santa ana,CA,90002,San bernardino,3105509824,joseph.perez@email.com,University of Pennsylvania Perelman School of Medicine,2014,Cleveland Clinic,Radiology,"English, Mandarin",True,,Yes,UCLA Medical Center,2025-07-06,8243,Melrose,Ave
PR_00435,8170066610,James,Shah,MD PhD,"James Shah, MD PhD",Emergency Medicine,5192 Rodeo Dr,,San jose,CA,90004,9295696078,5192 Rodeo Dr,,San jose,CA,90004,A57167,CA,2025-09-05,Yes,False,20,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2024-10-04,286380107X,5192,Rodeo,Dr,5192,Rodeo,Dr,1,A57167,"James Shah, MD PhD",James,Shah,,MD PhD,Physician and Surgeon,Emergency Medicine,Ophthalmology,Active,2022-08-17,2025-09-05,2024-10-28,5192 Rodeo Dr,San jose,CA,900**,San bernardino,9295696078,james.shah@email.com,University of Pennsylvania Perelman School of Medicine,1999,Johns Hopkins Hospital,,"English, Spanish",False,,Unknown,UCLA Medical Center,2025-07-14,5192,Rodeo,Dr
PR_00437,6086982210,Christopher,Martin,DO PhD,"Christopher Martin, DO PhD",Dermatology,4345 Pico Blvd,,Sacramento,CA,90001,2125574648,4345 Pico Blvd,,Sacramento,CA,90001,A71669,CA,2023-03-12,Yes,False,5,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-08,255710670X,4345,Pico,Blvd,4345,Pico,Blvd,1,A71669,"Christopher Martin, DO PhD",Christopher,Martin,,DO PhD,Physician and Surgeon,Dermatology,Family Medicine,Expired,2018-09-12,2023-03-12,2023-01-03,4345 Pico Blvd,Sacramento,CA,90001,Santa clara,2125574648,christopher.martin@email.com,Stanford University School of Medicine,2016,Mount Sinai Hospital,,"English, Spanish",True,,Yes,Cedars-Sinai Medical Center,2025-07-08,4345,Pico,Blvd
PR_00440,8552457876,Barbara,Thompson,DO,"Barbara Thompson, DO",Emergency Medicine,9457 Rodeo Dr,,Santa ana,CA,90004,6262986609,9457 Rodeo Dr,,Santa ana,CA,90004,A67653,CA,2023-08-30,Unknown,False,5,NYU Grossman School of Medicine,UCSF Medical Center,2024-10-09,203411007X,9457,Rodeo,Dr,9457,Rodeo,Dr,1,A67653,"BARBARA THOMPSON, DO",Barbara,Thompson,,DO,Physician and Surgeon,Emergency Medicine,,Expired,2020-01-14,2023-08-30,2023-06-29,9457 Rodeo Dr,Santa ana,CA,90004,Alameda,6262986609,,NYU Grossman School of Medicine,2014,UCSF Medical Center,,English,False,,Yes,Stanford Hospital,2025-03-30,9457,Rodeo,Dr
PR_00444,9721540642,Carlos,Lee,MD,"Carlos Lee, MD",Ophthalmology,8530 Melrose Ave,,San diego,CA,95001,7188418643,8530 Melrose Ave,,San diego,CA,95001,A49167,CA,2023-09-13,No,True,32,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2024-12-09,213831159X,8530,Melrose,Ave,8530,Melrose,Ave,1,A49167,"Carlos Lee, MD",Carlos,Lee,,MD,Physician and Surgeon,Ophthalmology,,Expired,2020-12-07,2023-09-13,2023-03-08,8530 Melrose Ave,San diego,CA,95001,Riverside,7188418643,carlos.lee@email.com,Columbia University Vagelos College of Physicians and Surgeons,1988,Cleveland Clinic,Ophthalmology,"English, Spanish",False,,Yes,UCLA Medical Center,2025-08-26,8530,Melrose,Ave
PR_00446,3599660571,Wei,Wang,DO PhD,"Wei Wang, DO PhD",Cardiology,6269 Main St,,San diego,CA,95001,3107879564,6269 Main St,,San diego,CA,95001,A22920,CA,2023-07-14,Yes,False,28,Harvard Medical School,Cleveland Clinic,2024-11-16,224258202X,6269,Main,St,6269,Main,St,1,A22920,"Wei Wang, DO PhD",Wei,Wang,B,DO PhD,Physician and Surgeon,Cardiology,,Expired,2022-04-10,2023-07-14,2022-09-20,6269 Main St,San diego,CA,95001,Los angeles,3107879564,wei.wang@email.com,Harvard Medical School,1992,Cleveland Clinic,,"English, Spanish",True,,No,Cedars-Sinai Medical Center,2025-05-13,6269,Main,St
PR_00448,7557522500,Jessica,Anderson,MD PhD,"Jessica Anderson, MD PhD",Emergency Medicine,1660 Wilshire Blvd,,Oakland,CA,91001,7183946087,1660 Wilshire Blvd,,Oakland,CA,91001,A60160,CA,2024-02-19,Unknown,False,36,Yale School of Medicine,Mayo Clinic,2025-02-11,283009769X,1660,Wilshire,Blvd,1660,Wilshire,Blvd,1,A60160,"Jessica Anderson, MD PhD",Jessica,Anderson,,MD PhD,Physician and Surgeon,Emergency Medicine,,Expired,2020-10-25,2024-02-19,2023-05-16,1660 Wilshire Blvd,Oakland,CA,91001,Sacramento,7183946087,,Yale School of Medicine,1985,Mayo Clinic,,"English, Spanish, Portuguese",False,,No,Stanford Hospital,2025-08-06,1660,Wilshire,Blvd
PR_00450,8893628967,Joseph,Anderson,DO PhD,"Joseph Anderson, DO PhD",Gastroenterology,3539 Sunset Blvd,Suite 121,Los angeles,CA,90005,6267897342,3539 Sunset Blvd,Suite 121,Los angeles,CA,90005,A73343,CA,2025-06-17,Unknown,False,24,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-02-25,248924311X,3539,Sunset,Blvd,3539,Sunset,Blvd,1,A73343,"Joseph Anderson, DO PhD",Joseph,Anderson,,DO PhD,Physician and Surgeon,Gastroenterology,Emergency Medicine,Expired,2021-02-03,2025-06-17,2025-05-23,3539 Sunset Blvd,Los angeles,CA,90005,Alameda,6267897342,joseph.anderson@email.com,Columbia University Vagelos College of Physicians and Surgeons,1993,UCSF Medical Center,,"English, Spanish",False,,Unknown,Stanford Hospital,2025-03-25,3539,Sunset,Blvd
PR_00453,3392207152,Priya,Zhang,MD PhD,"Priya Zhang, MD PhD",Orthopedic Surgery,9988 Main St,Suite 172,Sacramento,CA,95001,7182967611,9988 Main St,Suite 172,Sacramento,CA,95001,A79438,CA,2025-04-27,Unknown,False,27,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-06-24,246076320X,9988,Main,St,9988,Main,St,1,A79438,"Zhang, Priya MD PhD",Priya,Zhang,D,MD PhD,Physician and Surgeon,Orthopedic Surgery,Otolaryngology,Expired,2023-04-25,2025-04-27,2024-05-10,9988 Main St,Sacramento,CA,95001,Santa clara,7182967611,priya.zhang@email.com,UCLA David Geffen School of Medicine,1990,Mount Sinai Hospital,,"English, Mandarin",False,,Unknown,,2025-07-27,9988,Main,St
PR_00455,5927282703,Charles,Johnson,MD PhD,"Charles Johnson, MD PhD",Urology,2825 Hollywood Blvd,,Santa ana,CA,90003,4242399807,2825 Hollywood Blvd,,Santa ana,CA,90003,A22709,CA,2023-11-13,Yes,False,19,Stanford University School of Medicine,UCLA Medical Center,2024-09-18,224215127X,2825,Hollywood,Blvd,2825,Hollywood,Blvd,1,A22709,"Charles Johnson, MD PhD",Charles,Johnson,A,MD PhD,Physician and Surgeon,Urology,,Expired,2020-02-23,2023-11-13,2023-10-05,2825 Hollywood Blvd,Santa ana,CA,90003,Orange,4242399807,charles.johnson@email.com,Stanford University School of Medicine,2002,UCLA Medical Center,,English,True,,No,Kaiser Permanente,2025-08-23,2825,Hollywood,Blvd
