provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,license_type_gt,profession_code_gt,specialty_gt,status_gt,issue_date_gt,expiration_date_gt,last_renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,phone_gt,disciplinary_actions_gt,board_certified_gt,medical_school_gt,verification_date_gt,house_no_gt,area_gt,area_type_gt
PR_00298,1076209188,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Radiology,5621 Third Ave,,Bronx,NY,11201,3479165072,5621 Third Ave,,Bronx,NY,11201,060NY160022,NY,2024-12-30,No,False,40,UCSF School of Medicine,UCSF Medical Center,2024-09-29,225224200X,5621,Third,Ave,5621,Third,Ave,1,060NY160022,"Carlos Perez, DO PhD",Carlos,Perez,Physician,60,Radiology,Expired,2018-12-31,2024-12-30,2023-02-06,5621 Third Ave,Bronx,NY,11201,3479165072,[],False,UCSF School of Medicine,2025-09-02,5621,Third,Ave
PR_00302,9420954819,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Dermatology,151 York Ave,Suite 403,Syracuse,NY,11201,3479238836,151 York Ave,Suite 403,Syracuse,NY,11201,060NY624112,NY,2025-07-22,Unknown,True,32,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-08-03,244713904X,151,York,Ave,151,York,Ave,1,060NY624112,"Fatima Rodriguez, DO",Fatima,Rodriguez,Physician,60,Dermatology,Expired,2020-03-29,2025-07-22,2023-12-01,151 York Ave,Syracuse,NY,112**,3479238836,[],True,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,151,York,Ave
PR_00305,7647501112,Robert,Sanchez,DO,"Robert Sanchez, DO",Pediatrics,3947 Second Ave,,Syracuse,NY,10005,7187009351,3947 Second Ave,,Syracuse,NY,10005,060NY784507,NY,2025-02-07,Yes,True,38,University of Michigan Medical School,Mount Sinai Hospital,2025-04-15,293110307X,3947,Second,Ave,3947,Second,Ave,1,060NY784507,"Robert Sanchez, DO",Robert,Sanchez,Physician,60,Pediatrics,Expired,2018-02-19,2025-02-07,2023-06-10,3947 Second Ave,Syracuse,NY,10005,7187009351,[],True,University of Michigan Medical School,2025-09-02,3947,Second,Ave
PR_00306,688871892,Maria,Miller,DO,"Maria Miller, DO",Oncology,7106 Lexington Ave,,Queens,NY,10002,3239303033,7106 Lexington Ave,,Queens,NY,10002,060NY933853,NY,2024-01-14,Yes,True,12,University of Michigan Medical School,Mayo Clinic,2025-08-31,274453495X,7106,Lexington,Ave,7106,Lexington,Ave,1,060NY933853,"Maria Miller, DO",Maria,Miller,Physician,60,Oncology,Expired,2018-11-10,2024-01-14,2022-10-12,7106 Lexington Ave,Queens,NY,10002,3239303033,[],True,University of Michigan Medical School,2025-09-02,7106,Lexington,Ave
PR_00307,8458260347,Elizabeth,Lee,MD,"Elizabeth Lee, MD",Cardiology,9423 Park Ave,,Queens,NY,10002,2127315807,9423 Park Ave,,Queens,NY,10002,060NY136705,NY,2023-06-23,Unknown,False,9,University of Michigan Medical School,Mount Sinai Hospital,2024-09-12,242001565X,9423,Park,Ave,9423,Park,Ave,1,060NY136705,"Elizabeth Lee, MD",Elizabeth,Lee,Physician,60,Cardiology,Expired,2018-01-19,2023-06-23,2022-03-25,9423 Park Ave,Queens,NY,10002,2127315807,[],False,University of Michigan Medical School,2025-09-02,9423,Park,Ave
PR_00311,4053967275,Patricia,Sharma,DO PhD,"Patricia Sharma, DO PhD",Otolaryngology,2091 Lexington Ave,,New york,NY,14201,9296799228,2091 Lexington Ave,,New york,NY,14201,060NY249600,NY,2025-02-14,No,False,28,Yale School of Medicine,Cleveland Clinic,2025-03-30,285313518X,2091,Lexington,Ave,2091,Lexington,Ave,1,060NY249600,"Patricia Sharma, DO PhD",Patricia,Sharma,Physician,60,Otolaryngology,Expired,2021-09-01,2025-02-14,2025-01-25,2091 Lexington Ave,New york,NY,14201,9296799228,[],False,Yale School of Medicine,2025-09-02,2091,Lexington,Ave
PR_00312,4870682775,Li,Garcia,MD PhD,"Li Garcia, MD PhD",Pediatrics,5124 Fifth Ave,,Brooklyn,NY,10002,3239019722,5124 Fifth Ave,,Brooklyn,NY,10002,060NY273133,NY,2023-04-28,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-08-30,295852942X,5124,Fifth,Ave,5124,Fifth,Ave,1,060NY273133,"Garcia, Li MD PhD",Li,Garcia,Physician,60,Pediatrics,Expired,2019-03-21,2023-04-28,2022-01-07,5124 Fifth Ave,Brooklyn,NY,10002,3239019722,[],True,Harvard Medical School,2025-09-02,5124,Fifth,Ave
PR_00313,676251539,Linda,Sharma,MD PhD,"Linda Sharma, MD PhD",Pathology,8653 Columbus Ave,,New york,NY,14202,3239842931,8578 Park Ave,,Queens,NY,14202,060NY239794,NY,2025-11-18,No,False,31,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-05-16,200299883X,8653,Columbus,Ave,8578,Park,Ave,1,060NY239794,"Linda Sharma, MD PhD",Linda,Sharma,Physician,60,Pathology,Active,2018-12-24,2025-11-18,2023-12-08,8653 Columbus Ave,New york,NY,14202,3239842931,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,8653,Columbus,Ave
PR_00314,5097545101,Maria,Wang,DO PhD,"Maria Wang, DO PhD",Internal Medicine,4995 Columbus Ave,,Albany,NY,10001,9299394050,4995 Columbus Ave,,Albany,NY,10001,060NY989561,NY,2025-09-26,No,False,1,Stanford University School of Medicine,UCSF Medical Center,2024-12-25,226513965X,4995,Columbus,Ave,4995,Columbus,Ave,1,060NY989561,"Maria Wang, DO PhD",Maria,Wang,Physician,60,Internal Medicine,Active,2022-06-14,2025-09-26,2024-03-29,4995 Columbus Ave,Albany,NY,10001,9299394050,[],False,Stanford University School of Medicine,2025-09-02,4995,Columbus,Ave
PR_00315,8417722568,David,Singh,DO,"David Singh, DO",Orthopedic Surgery,7986 Broadway,Suite 504,Queens,NY,10005,2125674251,7986 Broadway,Suite 504,Queens,NY,10005,060NY482201,NY,2025-05-27,Yes,True,19,Harvard Medical School,Mayo Clinic,2025-02-12,256513148X,7986,Broadway,,7986,Broadway,,1,060NY482201,"David Singh, DO",David,Singh,Physician,60,Orthopedic Surgery,Expired,2022-10-09,2025-05-27,2024-04-18,7986 Broadway,Queens,NY,10005,2125674251,[],True,Harvard Medical School,2025-09-02,7986,Broadway,
PR_00316,6862110228,Maria,Perez,MD,"Maria Perez, MD",Anesthesiology,3261 First Ave,,Buffalo,NY,10002,9297121223,3261 First Ave,,Buffalo,NY,10002,060NY938672,NY,2023-09-18,Unknown,True,4,NYU Grossman School of Medicine,UCSF Medical Center,2024-11-01,298976388X,3261,First,Ave,3261,First,Ave,1,060NY938672,"Maria Perez, MD",Maria,Perez,Physician,60,Anesthesiology,Expired,2018-06-17,2023-09-18,2023-05-03,3261 First Ave,Buffalo,NY,10002,9297121223,[],True,NYU Grossman School of Medicine,2025-09-02,3261,First,Ave
PR_00317,1436371890,John,Ramirez,DO PhD,"John Ramirez, DO PhD",Emergency Medicine,7962 Fifth Ave,,Yonkers,NY,10004,6463933436,7962 Fifth Ave,,Yonkers,NY,10004,060NY295937,NY,2024-05-25,Yes,True,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-04-15,225793612X,7962,Fifth,Ave,7962,Fifth,Ave,1,060NY295937,"John Ramirez, DO PhD",John,Ramirez,Physician,60,Emergency Medicine,Expired,2019-05-19,2024-05-25,2024-01-17,7962 Fifth Ave,Yonkers,NY,10004,6463933436,[],True,UCLA David Geffen School of Medicine,2025-09-02,7962,Fifth,Ave
PR_00318,5670860415,Fatima,Martinez,DO PhD,"Fatima Martinez, DO PhD",Psychiatry,3271 Fifth Ave,,New york,NY,11202,3475725596,3271 Fifth Ave,,New york,NY,11202,060NY764073,NY,2024-04-18,No,False,16,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-06-01,205488046X,3271,Fifth,Ave,3271,Fifth,Ave,1,060NY764073,"Fatima Martinez, DO PhD",Fatima,Martinez,Physician,60,Psychiatry,Expired,2022-01-06,2024-04-18,2022-08-06,3271 Fifth Ave,New york,NY,11202,3475725596,[],False,NYU Grossman School of Medicine,2025-09-02,3271,Fifth,Ave
PR_00319,825559899,John,Brown,MD PhD,"John Brown, MD PhD",Cardiology,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,9294435521,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,060NY419141,NY,2023-08-17,Yes,False,6,Stanford University School of Medicine,Mayo Clinic,2024-10-15,299668398X,7735,Lexington,Ave,7735,Lexington,Ave,1,060NY419141,"John Brown, MD PhD",John,Brown,Physician,60,Cardiology,Expired,2021-03-19,2023-08-17,2022-01-29,7735 Lexington Ave,Brooklyn,NY,11202,9294435521,[],False,Stanford University School of Medicine,2025-09-02,7735,Lexington,Ave
PR_00320,8202368484,Karen,Davis,MD,"Karen Davis, MD",Neurology,3121 Park Ave,Suite 659,Syracuse,NY,10002,9295748347,3121 Park Ave,Suite 659,Syracuse,NY,10002,060NY416120,NY,2025-08-29,Unknown,True,28,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-31,270298247X,3121,Park,Ave,3121,Park,Ave,1,060NY416120,Karen Davis MD,Karen,Davis,Physician,60,Neurology,Expired,2020-08-25,2025-08-29,2024-12-05,3121 Park Ave,Syracuse,NY,10002,9295748347,[],True,Stanford University School of Medicine,2025-09-02,3121,Park,Ave
PR_00321,7868669434,Fatima,Kumar,MD,"Fatima Kumar, MD",Orthopedic Surgery,4492 Central Park West,Suite 679,Queens,NY,10005,6462033621,3117 Central Park West,,Yonkers,NY,10005,060NY638430,NY,2023-06-03,Unknown,True,38,Harvard Medical School,Mount Sinai Hospital,2024-12-19,294993136X,4492,Central Park,West,3117,Central Park,West,1,060NY638430,"Fatima Kumar, MD",Fatima,Kumar,Physician,60,Orthopedic Surgery,Expired,2020-08-29,2023-06-03,2023-04-19,4492 Central Park West,Queens,NY,10005,6462033621,[],True,Harvard Medical School,2025-09-02,4492,Central Park,West
PR_00322,338105954,Maria,Singh,MD PhD,"Maria Singh, MD PhD",Emergency Medicine,3610 Lexington Ave,Suite 329,Buffalo,NY,14201,9292859999,3903 Lexington Ave,,New york,NY,14201,060NY391248,NY,2023-09-30,No,True,27,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-03-20,207685767X,3610,Lexington,Ave,3903,Lexington,Ave,1,060NY391248,"Maria Singh, MD PhD",Maria,Singh,Physician,60,Emergency Medicine,Expired,2016-12-24,2023-09-30,2023-05-10,3610 Lexington Ave,Buffalo,NY,14201,9292859999,[],True,University of Michigan Medical School,2025-09-02,3610,Lexington,Ave
PR_00323,4983735434,Rajesh,Smith,MD PhD,"Rajesh Smith, MD PhD",Oncology,4583 Madison Ave,,Buffalo,NY,10001,4248447479,4583 Madison Ave,,Buffalo,NY,10001,060NY915987,NY,2023-08-06,Yes,False,15,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-19,264291216X,4583,Madison,Ave,4583,Madison,Ave,1,060NY915987,"Rajesh Smith, MD PhD",Rajesh,Smith,Physician,60,Oncology,Expired,2020-05-12,2023-08-06,2023-05-07,4583 Madison Ave,Buffalo,NY,100**,4248447479,[],False,UCLA David Geffen School of Medicine,2025-09-02,4583,Madison,Ave
PR_00324,7618209163,David,Shah,DO,"David Shah, DO",Psychiatry,2886 Park Ave,,Syracuse,NY,10003,2132212802,2670 Madison Ave,Suite 246,Yonkers,NY,10003,060NY175548,NY,2025-05-23,Yes,True,9,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-04-18,219144226X,2886,Park,Ave,2670,Madison,Ave,1,060NY175548,"David Shah, DO",David,Shah,Physician,60,Psychiatry,Expired,2019-11-22,2025-05-23,2024-03-17,2886 Park Ave,Syracuse,NY,10003,2132212802,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,2886,Park,Ave
PR_00326,2131451951,Fatima,Anderson,MD,"Fatima Anderson, MD",Nephrology,6315 Madison Ave,Suite 800,Rochester,NY,10005,7185692389,6315 Madison Ave,Suite 800,Rochester,NY,10005,060NY849575,NY,2023-08-19,Yes,True,12,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-10-30,224342463X,6315,Madison,Ave,6315,Madison,Ave,1,060NY849575,"Fatima Anderson, MD",Fatima,Anderson,Physician,60,Nephrology,Expired,2018-07-27,2023-08-19,2022-09-24,6315 Madison Ave,Rochester,NY,10005,7185692389,[],True,UCLA David Geffen School of Medicine,2025-09-02,6315,Madison,Ave
PR_00328,6878878832,Carlos,Harris,MD PhD,"Carlos Harris, MD PhD",Oncology,6945 First Ave,,Yonkers,NY,14202,2132857911,6945 First Ave,,Yonkers,NY,14202,060NY941105,NY,2024-05-18,Unknown,True,6,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-09-01,227283734X,6945,First,Ave,6945,First,Ave,1,060NY941105,"Carlos Harris, MD PhD",Carlos,Harris,Physician,60,Oncology,Expired,2018-07-24,2024-05-18,2023-06-08,6945 First Ave,Yonkers,NY,14202,2132857911,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,6945,First,Ave
PR_00329,7286333024,Li,Johnson,MD PhD,"Li Johnson, MD PhD",Anesthesiology,2189 Fifth Ave,,New york,NY,11201,7189123344,2189 Fifth Ave,,New york,NY,11201,060NY916470,NY,2023-10-13,No,True,28,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-09-08,214228398X,2189,Fifth,Ave,2189,Fifth,Ave,1,060NY916470,"Li Johnson, MD PhD",Li,Johnson,Physician,60,Anesthesiology,Expired,2017-05-30,2023-10-13,2022-11-17,2189 Fifth Ave,New york,NY,11201,7189123344,"[{""action_type"": ""Warning"", ""action_date"": ""2025-06-02"", ""description"": ""Disciplinary action related to patient care""}]",True,NYU Grossman School of Medicine,2025-09-02,2189,Fifth,Ave
PR_00330,4765704129,Priya,Zhang,MD,"Priya Zhang, MD",Endocrinology,9731 Madison Ave,,New york,NY,100**,2128571526,1263 Broadway,,Yonkers,NY,100**,060NY592584,NY,2023-10-14,Unknown,True,33,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-02-12,256857416X,9731,Madison,Ave,1263,Broadway,,1,060NY592584,Priya Zhang MD,Priya,Zhang,Physician,60,Endocrinology,Expired,2021-05-01,2023-10-14,2023-04-03,9731 Madison Ave,New york,NY,100**,2128571526,[],True,Johns Hopkins School of Medicine,2025-09-02,9731,Madison,Ave
PR_00332,8113904386,Rajesh,Ramirez,DO,"Rajesh Ramirez, DO",Orthopedic Surgery,1711 Fifth Ave,,Rochester,NY,14202,9178531530,1711 Fifth Ave,,Rochester,NY,14202,060NY351165,NY,2024-07-31,Yes,False,6,University of Michigan Medical School,Massachusetts General Hospital,2024-11-18,264935475X,1711,Fifth,Ave,1711,Fifth,Ave,1,060NY351165,"Rajesh Ramirez, DO",Rajesh,Ramirez,Physician,60,Orthopedic Surgery,Expired,2018-01-25,2024-07-31,2023-01-27,1711 Fifth Ave,Rochester,NY,14202,9178531530,[],False,University of Michigan Medical School,2025-09-02,1711,Fifth,Ave
PR_00333,2156818206,Michael,Brown,MD PhD,"Michael Brown, MD PhD",Pathology,5057 Broadway,,Rochester,NY,10005,4245918814,5057 Broadway,,Rochester,NY,10005,060NY429748,NY,2025-03-11,Unknown,True,19,Johns Hopkins School of Medicine,Mayo Clinic,2024-09-18,262157065X,5057,Broadway,,5057,Broadway,,1,060NY429748,"Michael Brown, MD PhD",Michael,Brown,Physician,60,Pathology,Expired,2022-11-15,2025-03-11,2023-07-01,5057 Broadway,Rochester,NY,10005,4245918814,[],True,Johns Hopkins School of Medicine,2025-09-02,5057,Broadway,
PR_00335,7219705463,Fatima,Jackson,DO,"Fatima Jackson, DO",Emergency Medicine,9446 Third Ave,Suite 827,Rochester,NY,10002,2138343113,9446 Third Ave,Suite 827,Rochester,NY,10002,060NY370473,NY,2025-08-27,No,False,33,University of Michigan Medical School,UCLA Medical Center,2025-02-23,211205911X,9446,Third,Ave,9446,Third,Ave,1,060NY370473,"Fatima Jackson, DO",Fatima,Jackson,Physician,60,Emergency Medicine,Expired,2021-09-04,2025-08-27,2023-10-09,9446 Third Ave,Rochester,NY,10002,2138343113,[],False,University of Michigan Medical School,2025-09-02,9446,Third,Ave
PR_00336,6296136719,Priya,Clark,DO PhD,"Priya Clark, DO PhD",Anesthesiology,700 Amsterdam Ave,,New york,NY,10004,9296778675,700 Amsterdam Ave,,New york,NY,10004,060NY262070,NY,2023-08-04,Unknown,False,7,Stanford University School of Medicine,Mayo Clinic,2025-07-09,253277039X,700,Amsterdam,Ave,700,Amsterdam,Ave,1,060NY262070,Priya Clark DO PhD,Priya,Clark,Physician,60,Anesthesiology,Expired,2017-12-21,2023-08-04,2022-10-09,700 Amsterdam Ave,New york,NY,10004,9296778675,[],False,Stanford University School of Medicine,2025-09-02,700,Amsterdam,Ave
PR_00337,7082723597,Carlos,Ramirez,DO,"Carlos Ramirez, DO",Emergency Medicine,1057 Third Ave,,Rochester,NY,14202,2128157230,1057 Third Ave,,Rochester,NY,14202,060NY599352,NY,2023-08-23,Yes,False,28,UCSF School of Medicine,Cleveland Clinic,2025-08-06,228386094X,1057,Third,Ave,1057,Third,Ave,1,060NY599352,"Carlos Ramirez, DO",Carlos,Ramirez,Physician,60,Emergency Medicine,Expired,2021-03-02,2023-08-23,2023-03-25,1057 Third Ave,Rochester,NY,142**,2128157230,[],False,UCSF School of Medicine,2025-09-02,1057,Third,Ave
PR_00338,8342016545,Li,Johnson,DO PhD,"Li Johnson, DO PhD",Gastroenterology,2886 Fifth Ave,Suite 183,Queens,NY,10002,6464036722,2886 Fifth Ave,Suite 183,Queens,NY,10002,060NY846802,NY,2025-07-13,No,False,31,Yale School of Medicine,Mayo Clinic,2024-09-11,258624154X,2886,Fifth,Ave,2886,Fifth,Ave,1,060NY846802,"Li Johnson, DO PhD",Li,Johnson,Physician,60,Gastroenterology,Expired,2020-04-20,2025-07-13,2024-09-22,2886 Fifth Ave,Queens,NY,10002,6464036722,[],False,Yale School of Medicine,2025-09-02,2886,Fifth,Ave
PR_00341,1111096170,Linda,White,DO,"Linda White, DO",Urology,2665 York Ave,Suite 775,Yonkers,NY,11202,8189699924,2665 York Ave,Suite 775,Yonkers,NY,11202,060NY558745,NY,2024-08-03,Yes,False,33,University of Michigan Medical School,Massachusetts General Hospital,2024-09-26,238910317X,2665,York,Ave,2665,York,Ave,1,060NY558745,"Linda White, DO",Linda,White,Physician,60,Urology,Expired,2018-04-15,2024-08-03,2024-02-06,2665 York Ave,Yonkers,NY,11202,8189699924,[],False,University of Michigan Medical School,2025-09-02,2665,York,Ave
PR_00342,6053844441,Li,Clark,DO,"Li Clark, DO",Gastroenterology,7449 York Ave,Suite 580,Yonkers,NY,10002,2138894957,7449 York Ave,Suite 580,Yonkers,NY,10002,060NY467645,NY,2025-08-08,Yes,False,3,Harvard Medical School,Massachusetts General Hospital,2025-06-16,250251887X,7449,York,Ave,7449,York,Ave,1,060NY467645,"Li Clark, DO",Li,Clark,Physician,60,Gastroenterology,Expired,2021-12-26,2025-08-08,2025-06-26,7449 York Ave,Yonkers,NY,10002,2138894957,[],False,Harvard Medical School,2025-09-02,7449,York,Ave
PR_00343,5826312818,Wei,Singh,MD PhD,"Wei Singh, MD PhD",Oncology,9375 Second Ave,,Bronx,NY,14201,6267907422,6445 Broadway,,Yonkers,NY,14201,060NY509376,NY,2023-12-22,Unknown,False,36,Johns Hopkins School of Medicine,UCLA Medical Center,2025-05-21,212516397X,9375,Second,Ave,6445,Broadway,,1,060NY509376,"Wei Singh, MD PhD",Wei,Singh,Physician,60,Oncology,Expired,2019-05-07,2023-12-22,2023-11-07,9375 Second Ave,Bronx,NY,14201,6267907422,"[{""action_type"": ""Suspension"", ""action_date"": ""2022-12-20"", ""description"": ""Disciplinary action related to patient care""}]",False,Johns Hopkins School of Medicine,2025-09-02,9375,Second,Ave
PR_00344,2752334387,David,Johnson,DO PhD,"David Johnson, DO PhD",Family Medicine,9721 Madison Avenue,,New york,NY,14202,9179437194,9721 Madison Ave,,New york,NY,14202,060NY182598,NY,2025-02-22,No,True,18,Stanford University School of Medicine,Mayo Clinic,2024-10-16,203105908X,9721,Madison,Ave,9721,Madison,Ave,1,060NY182598,"David Johnson, DO PhD",David,Johnson,Physician,60,Family Medicine,Expired,2023-02-18,2025-02-22,2024-06-16,9721 Madison Avenue,New york,NY,14202,9179437194,[],True,Stanford University School of Medicine,2025-09-02,9721,Madison,Ave
PR_00345,7136657225,Rajesh,Zhang,MD,"Rajesh Zhang, MD",Pediatrics,9764 Fifth Ave,Suite 284,Brooklyn,NY,10003,3472103927,8098 Third Ave,Suite 914,Bronx,NY,10003,060NY123023,NY,2025-04-27,Unknown,True,8,NYU Grossman School of Medicine,UCLA Medical Center,2024-12-29,282410355X,9764,Fifth,Ave,8098,Third,Ave,1,060NY123023,"Rajesh Zhang, MD",Rajesh,Zhang,Physician,60,Pediatrics,Expired,2019-10-03,2025-04-27,2024-04-22,9764 Fifth Ave,Brooklyn,NY,10003,3472103927,[],True,NYU Grossman School of Medicine,2025-09-02,9764,Fifth,Ave
PR_00346,5130523124,Karen,Sharma,MD,"Karen Sharma, MD",Endocrinology,4170 Fifth Ave,Suite 123,Bronx,NY,14202,3474808890,4170 Fifth Ave,Suite 123,Bronx,NY,14202,060NY897925,NY,2023-11-09,Yes,True,23,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-01-06,266545378X,4170,Fifth,Ave,4170,Fifth,Ave,1,060NY897925,"Karen Sharma, MD",Karen,Sharma,Physician,60,Endocrinology,Expired,2020-04-25,2023-11-09,2022-09-21,4170 Fifth Ave,Bronx,NY,14202,3474808890,[],True,Yale School of Medicine,2025-09-02,4170,Fifth,Ave
PR_00349,6655330774,Jennifer,Jackson,DO,"Jennifer Jackson, DO",Otolaryngology,1687 York Ave,,Buffalo,NY,14202,2124817901,1687 York Ave,,Buffalo,NY,14202,060NY803956,NY,2023-06-03,Yes,True,29,Johns Hopkins School of Medicine,UCLA Medical Center,2024-11-04,251386266X,1687,York,Ave,1687,York,Ave,1,060NY803956,"Jennifer Jackson, DO",Jennifer,Jackson,Physician,60,Otolaryngology,Expired,2020-09-25,2023-06-03,2023-01-02,1687 York Ave,Buffalo,NY,14202,2124817901,[],True,Johns Hopkins School of Medicine,2025-09-02,1687,York,Ave
PR_00350,6445561850,Joseph,Wang,MD,"Joseph Wang, MD",Cardiology,9434 Broadway,Suite 512,Syracuse,NY,10005,3108271771,8741 York Ave,,New york,NY,10005,060NY172827,NY,2025-08-20,No,False,30,UCSF School of Medicine,Johns Hopkins Hospital,2025-02-23,282943469X,9434,Broadway,,8741,York,Ave,1,060NY172827,"Joseph Wang, MD",Joseph,Wang,Physician,60,Cardiology,Expired,2020-10-08,2025-08-20,2024-09-25,9434 Broadway,Syracuse,NY,10005,3108271771,[],False,UCSF School of Medicine,2025-09-02,9434,Broadway,
PR_00351,3580040108,James,Johnson,DO,"James Johnson, DO",Pediatrics,171 Madison Ave,,Brooklyn,NY,11201,3472765320,171 Madison Ave,,Brooklyn,NY,11201,060NY337336,NY,2023-12-15,No,False,18,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-08,261833270X,171,Madison,Ave,171,Madison,Ave,1,060NY337336,"James Johnson, DO",James,Johnson,Physician,60,Pediatrics,Expired,2021-09-06,2023-12-15,2023-06-24,171 Madison Ave,Brooklyn,NY,112**,3472765320,[],False,Johns Hopkins School of Medicine,2025-09-02,171,Madison,Ave
PR_00354,6326868503,Charles,Wang,MD,"Charles Wang, MD",Pathology,1756 Central Park West,Suite 571,Brooklyn,NY,10004,3104797058,469 First Ave,,Albany,NY,10004,060NY224074,NY,2023-06-22,Yes,True,25,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-04-05,225427499X,1756,Central Park,West,469,First,Ave,1,060NY224074,"Charles Wang, MD",Charles,Wang,Physician,60,Pathology,Expired,2019-05-16,2023-06-22,2021-12-04,1756 Central Park West,Brooklyn,NY,10004,3104797058,[],True,UCLA David Geffen School of Medicine,2025-09-02,1756,Central Park,West
PR_00355,94318144,Jennifer,Lopez,MD PhD,"Jennifer Lopez, MD PhD",Cardiology,8088 York Ave,,Yonkers,NY,10002,9178357628,8088 York Ave,,Yonkers,NY,10002,060NY216478,NY,2024-03-25,No,False,7,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-12-23,227609308X,8088,York,Ave,8088,York,Ave,1,060NY216478,"Jennifer Lopez, MD PhD",Jennifer,Lopez,Physician,60,Cardiology,Expired,2018-09-23,2024-03-25,2023-02-03,8088 York Ave,Yonkers,NY,10002,9178357628,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,8088,York,Ave
PR_00357,8221145778,Barbara,Zhang,MD,"Barbara Zhang, MD",Endocrinology,4056 First Ave,,Brooklyn,NY,10001,8185599940,4056 First Ave,,Brooklyn,NY,10001,060NY404777,NY,2024-04-12,No,False,17,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-08-27,247328711X,4056,First,Ave,4056,First,Ave,1,060NY404777,"Barbara Zhang, MD",Barbara,Zhang,Physician,60,Endocrinology,Expired,2019-12-25,2024-04-12,2022-07-24,4056 First Ave,Brooklyn,NY,10001,8185599940,[],False,NYU Grossman School of Medicine,2025-09-02,4056,First,Ave
PR_00358,7039653136,Charles,Perez,DO PhD,"Charles Perez, DO PhD",Pathology,8509 Central Park West,,New york,NY,10003,2138542768,8509 Central Park West,,New york,NY,10003,060NY791396,NY,2023-10-18,No,False,34,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-09-20,246821190X,8509,Central Park,West,8509,Central Park,West,1,060NY791396,"Charles Perez, DO PhD",Charles,Perez,Physician,60,Pathology,Expired,2018-05-02,2023-10-18,2023-10-01,8509 Central Park West,New york,NY,10003,2138542768,[],False,Johns Hopkins School of Medicine,2025-09-02,8509,Central Park,West
PR_00359,7954107272,Mohammed,Perez,DO PhD,"Mohammed Perez, DO PhD",Gastroenterology,4527 Lexington Ave,,Bronx,NY,10001,6263539571,4527 Lexington Ave,,Bronx,NY,10001,060NY974692,NY,2023-09-09,No,True,20,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-07-31,239557552X,4527,Lexington,Ave,4527,Lexington,Ave,1,060NY974692,"Mohammed Perez, DO PhD",Mohammed,Perez,Physician,60,Gastroenterology,Expired,2017-04-29,2023-09-09,2022-03-20,4527 Lexington Ave,Bronx,NY,10001,6263539571,[],True,UCSF School of Medicine,2025-09-02,4527,Lexington,Ave
PR_00360,4254882146,John,Robinson,MD,"John Robinson, MD",Internal Medicine,9717 Fifth Ave,,New york,NY,11203,6469504223,9717 Fifth Ave,,New york,NY,11203,060NY792325,NY,2023-01-02,No,True,19,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-01-03,247597933X,9717,Fifth,Ave,9717,Fifth,Ave,1,060NY792325,"John Robinson, MD",John,Robinson,Physician,60,Internal Medicine,Expired,2020-08-31,2023-01-02,2022-11-15,9717 Fifth Ave,New york,NY,11203,6469504223,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,9717,Fifth,Ave
